DRUG_ID,COSMIC_ID,TCGA_DESC,Label,Pred
1190,949155,UNCLASSIFIED,-5.34798,-3.753445625305176
1131,905973,UNCLASSIFIED,3.776869,4.813573837280273
1557,905973,UNCLASSIFIED,5.815118,5.5475754737854
1626,910706,UNCLASSIFIED,-1.156202,0.37827664613723755
1036,908127,UNCLASSIFIED,4.293254,3.554314136505127
1200,909716,UNCLASSIFIED,2.770864,2.403646469116211
1511,949161,UNCLASSIFIED,-2.998816,-3.18271541595459
1093,906804,UNCLASSIFIED,3.286782,3.2846341133117676
1060,925345,UNCLASSIFIED,1.670196,0.6930718421936035
1053,1303896,UNCLASSIFIED,-0.649437,1.066712498664856
1553,1290807,UNCLASSIFIED,5.144365,4.911896705627441
1908,1240221,UNCLASSIFIED,2.433933,1.8747292757034302
1249,1240210,UNCLASSIFIED,2.07482,2.3899412155151367
1631,907047,UNCLASSIFIED,2.817927,3.4023566246032715
1615,907056,UNCLASSIFIED,4.519962,4.809177875518799
1618,908158,UNCLASSIFIED,2.137828,2.3233866691589355
1629,949164,UNCLASSIFIED,4.166241,3.611557960510254
1053,906846,UNCLASSIFIED,1.254515,1.6542717218399048
1917,930082,UNCLASSIFIED,1.734858,2.985800266265869
1618,909264,UNCLASSIFIED,3.85473,3.5863852500915527
1913,1290765,UNCLASSIFIED,4.850604,4.897610664367676
2040,1322218,UNCLASSIFIED,1.513913,0.6909050941467285
1047,946361,UNCLASSIFIED,5.649236,4.82282018661499
2111,971773,UNCLASSIFIED,3.09396,3.2114510536193848
1051,909722,UNCLASSIFIED,1.861588,-0.6753311157226562
1855,910849,UNCLASSIFIED,4.150094,4.559717655181885
1512,910706,UNCLASSIFIED,3.362994,4.827822685241699
1529,946361,UNCLASSIFIED,2.448777,0.9992302656173706
1199,1240210,UNCLASSIFIED,2.982559,2.709658622741699
1624,907056,UNCLASSIFIED,2.833632,3.8694376945495605
1922,907290,UNCLASSIFIED,1.243671,2.642831802368164
1630,908149,UNCLASSIFIED,5.345354,3.7308363914489746
2046,1298219,UNCLASSIFIED,5.741753,4.711573600769043
1598,908143,UNCLASSIFIED,3.078211,3.1548595428466797
1578,906794,UNCLASSIFIED,5.413545,5.246978759765625
1941,687780,UNCLASSIFIED,-5.632621,-4.9164628982543945
1032,908136,UNCLASSIFIED,2.060299,0.9680771827697754
1996,909696,UNCLASSIFIED,3.611049,2.9088616371154785
1631,909785,UNCLASSIFIED,0.733982,0.9330247044563293
1131,909716,UNCLASSIFIED,2.367175,3.837707996368408
1911,687780,UNCLASSIFIED,-6.25623,-5.453826904296875
1852,949156,UNCLASSIFIED,6.065069,5.236299991607666
1931,688121,UNCLASSIFIED,6.333002,5.820354461669922
1936,910705,UNCLASSIFIED,0.646627,1.656261682510376
2046,908127,UNCLASSIFIED,2.481992,2.7459988594055176
1911,1330987,UNCLASSIFIED,-5.479634,-5.580188274383545
1928,909720,UNCLASSIFIED,5.443007,4.215656757354736
1013,906999,UNCLASSIFIED,3.57402,2.925154209136963
1239,1330987,UNCLASSIFIED,-1.09946,1.1551603078842163
1849,909255,UNCLASSIFIED,-0.896029,-1.6964160203933716
1854,909701,UNCLASSIFIED,4.883629,4.04139518737793
1510,949168,UNCLASSIFIED,2.495843,3.070019245147705
1034,909732,UNCLASSIFIED,-2.434753,-2.618433952331543
1909,909696,UNCLASSIFIED,-2.770738,-0.8023375272750854
1915,684072,UNCLASSIFIED,2.522884,2.399888515472412
1047,949156,UNCLASSIFIED,3.718635,4.310517311096191
1036,907299,UNCLASSIFIED,5.31033,2.7947840690612793
